;product;page_url;name;product_link;type;country;badge;price;size;rating;count;year
0;1;https://www.gall.nl/wijn/?start=0;Mucho Más Tinto;https://www.gall.nl/mucho-mas-tinto-rood-75cl-117196.html;Easy Rider;Spanje;2e halve prijs;6.99;75CL;4.6;200.0;
1;2;https://www.gall.nl/wijn/?start=0;Mucho Más Blanco;https://www.gall.nl/mucho-mas-blanco-wit-75cl-139939.html;Fruit Lover;Spanje;2e halve prijs;6.99;75CL;4.4;199.0;
2;3;https://www.gall.nl/wijn/?start=0;La Palma Chardonnay;https://www.gall.nl/la-palma-chardonnay-wit-75cl-388017.html;Big White;Chili;2e halve prijs;5.99;75CL;4.4;200.0;2022
3;4;https://www.gall.nl/wijn/?start=0;Ogio Pinot Grigio;https://www.gall.nl/ogio-pinot-grigio-wit-75cl-259381.html;Fruit Lover;Italië;2e halve prijs;6.59;75CL;4.1;188.0;2022
4;5;https://www.gall.nl/wijn/?start=0;Valdivieso Merlot;https://www.gall.nl/valdivieso-merlot-rood-75cl-387622.html;Easy Rider;Chili;2e halve prijs;6.59;75CL;4.3;199.0;2021
5;6;https://www.gall.nl/wijn/?start=0;Alamos Malbec;https://www.gall.nl/alamos-malbec-rood-75cl-387312.html;Easy Rider;Argentinië;2e halve prijs;7.98;75CL;4.5;200.0;2021
6;7;https://www.gall.nl/wijn/?start=0;Bruce Jack Sauvignon Blanc;https://www.gall.nl/bruce-jack-sauvignon-blanc-wit-75cl-145122.html;Fresh Prince;Zuid-Afrika;2e halve prijs;7.29;75CL;4.2;131.0;2022
7;8;https://www.gall.nl/wijn/?start=0;Cap Royal Cuvée Tradition;https://www.gall.nl/cap-royal-cuvee-tradition-rood-75cl-415138.html;Classic Red;Frankrijk;2e halve prijs;9.29;75CL;4.1;12.0;2019
8;9;https://www.gall.nl/wijn/?start=0;La Palma Merlot;https://www.gall.nl/la-palma-merlot-rood-75cl-388025.html;Easy Rider;Chili;2e halve prijs;5.99;75CL;4.3;199.0;2022
9;10;https://www.gall.nl/wijn/?start=12;La Palma Reserva Merlot;https://www.gall.nl/la-palma-reserva-merlot-rood-75cl-387835.html;Easy Rider;Chili;2e halve prijs voor premium;6.98;75CL;4.3;199.0;2021
10;11;https://www.gall.nl/wijn/?start=12;Valdivieso Sauvignon Blanc;https://www.gall.nl/valdivieso-sauvignon-blanc-wit-75cl-387630.html;Fresh Prince;Chili;2e halve prijs;6.59;75CL;4.4;200.0;2022
11;12;https://www.gall.nl/wijn/?start=12;Piccini Memoro Rosso;https://www.gall.nl/piccini-memoro-rosso-rood-75cl-100803.html;Easy Rider;Italië;2e halve prijs;7.98;75CL;4.6;199.0;2020
12;13;https://www.gall.nl/wijn/?start=12;Valdivieso Chardonnay;https://www.gall.nl/valdivieso-chardonnay-wit-75cl-387614.html;Big White;Chili;2e halve prijs;6.59;75CL;4.4;199.0;2022
13;14;https://www.gall.nl/wijn/?start=12;La Palma Reserva Carmenère;https://www.gall.nl/la-palma-reserva-carmenere-rood-75cl-383708.html;Easy Rider;Chili;2e halve prijs;6.98;75CL;4.4;199.0;2021
14;15;https://www.gall.nl/wijn/?start=12;La Palma Reserva Chardonnay;https://www.gall.nl/la-palma-reserva-chardonnay-wit-75cl-387843.html;Big White;Chili;2e halve prijs;6.98;75CL;4.3;200.0;2021
15;16;https://www.gall.nl/wijn/?start=12;Stonelake Chardonnay;https://www.gall.nl/stonelake-chardonnay-wit-75cl-117358.html;Big White;Chili;2e halve prijs;;75CL;4.1;108.0;2022
16;17;https://www.gall.nl/wijn/?start=12;Chapelle du Bois Merlot;https://www.gall.nl/chapelle-du-bois-merlot-rood-75cl-196533.html;Easy Rider;Frankrijk;2e halve prijs;5.69;75CL;4.4;77.0;2021
17;18;https://www.gall.nl/wijn/?start=12;Arrogant Frog Single Vineyard Chardonnay Les Cres;https://www.gall.nl/arrogant-frog-single-vineyard-chardonnay-les-cres-wit-75cl-128961.html;Big White;Frankrijk;2e halve prijs;8.65;75CL;4.4;124.0;2021
18;19;https://www.gall.nl/wijn/?start=12;Mount Vernon Sauvignon Blanc;https://www.gall.nl/mount-vernon-sauvignon-blanc-wit-75cl-386936.html;Fresh Hammer;Nw.-Zeeland;2e halve prijs;10.65;75CL;4.7;199.0;2022
19;20;https://www.gall.nl/wijn/?start=12;Argento Selección Chardonnay;https://www.gall.nl/argento-seleccion-chardonnay-wit-75cl-388971.html;Big White;Argentinië;2e halve prijs;7.98;75CL;4.2;70.0;2021
20;21;https://www.gall.nl/wijn/?start=24;Valdivieso Winemaker's Reserva Cabernet Sauvignon;https://www.gall.nl/valdivieso-winemakers-reserva-cabernet-sauvignon-rood-75cl-387568.html;Easy Rider;Chili;2e halve prijs;7.29;75CL;4.3;175.0;2020
21;22;https://www.gall.nl/wijn/?start=24;Bruce Jack Cabernet Sauvignon;https://www.gall.nl/bruce-jack-cabernet-sauvignon-rood-75cl-145157.html;Easy Rider;Zuid-Afrika;2e halve prijs;7.98;75CL;3.8;4.0;2019
22;23;https://www.gall.nl/wijn/?start=24;Tokara Sauvignon Blanc;https://www.gall.nl/tokara-sauvignon-blanc-wit-75cl-380350.html;Fresh Hammer;Zuid-Afrika;2e halve prijs;10.65;75CL;4.6;29.0;2022
23;24;https://www.gall.nl/wijn/?start=24;Valdivieso Winemaker's Reserva Chardonnay;https://www.gall.nl/valdivieso-winemakers-reserva-chardonnay-wit-75cl-387681.html;Fruit Lover;Chili;2e halve prijs voor premium;7.29;75CL;4.4;200.0;2021
24;25;https://www.gall.nl/wijn/?start=24;Yealands Reserve Sauvignon Blanc;https://www.gall.nl/yealands-reserve-sauvignon-blanc-wit-75cl-382795.html;Fresh Hammer;Nw.-Zeeland;2e halve prijs;11.98;75CL;4.8;33.0;2021
25;26;https://www.gall.nl/wijn/?start=24;Beacon Hill Sauvignon Blanc;https://www.gall.nl/beacon-hill-sauvignon-blanc-wit-75cl-120049.html;Fresh Hammer;Zuid-Afrika;2e halve prijs;;75CL;3.7;16.0;2022
26;27;https://www.gall.nl/wijn/?start=24;Arrogant Frog Malbec Syrah;https://www.gall.nl/arrogant-frog-malbec-syrah-rood-75cl-102598.html;Easy Rider;Frankrijk;2e halve prijs;8.69;75CL;4.5;137.0;2021
27;28;https://www.gall.nl/wijn/?start=24;Cantina di Verona Valpolicella Ripasso;https://www.gall.nl/cantina-di-verona-valpolicella-ripasso-rood-75cl-259756.html;Easy Rider;Italië;2e halve prijs voor premium;10.65;75CL;4.5;200.0;2019
28;29;https://www.gall.nl/wijn/?start=24;Glorioso Rioja Reserva;https://www.gall.nl/glorioso-rioja-reserva-rood-75cl-307920.html;Classic Red;Spanje;2e halve prijs;11.49;75CL;4.1;37.0;2016
29;30;https://www.gall.nl/wijn/?start=24;Alamos Chardonnay;https://www.gall.nl/alamos-chardonnay-wit-75cl-387320.html;Big White;Argentinië;2e halve prijs;7.98;75CL;4.4;199.0;2022
30;31;https://www.gall.nl/wijn/?start=24;Montenay Cabernet Sauvignon;https://www.gall.nl/montenay-cabernet-sauvignon-rood-75cl-196177.html;Classic Red;Frankrijk;2e halve prijs;6.99;75CL;4.2;17.0;2021
31;32;https://www.gall.nl/wijn/?start=24;Clearwater Cove Sauvignon Blanc;https://www.gall.nl/clearwater-cove-sauvignon-blanc-wit-75cl-389773.html;Fresh Hammer;Nw.-Zeeland;2e halve prijs voor premium;10.98;75CL;4.6;199.0;2022
32;33;https://www.gall.nl/wijn/?start=36;Baumgartner Grüner Veltliner;https://www.gall.nl/baumgartner-gr%C3%BCner-veltliner-wit-75cl-219819.html;Fruit Lover;Oostenrijk;2e halve prijs;7.29;75CL;4.2;75.0;2021
33;34;https://www.gall.nl/wijn/?start=36;Bruce Jack Shiraz;https://www.gall.nl/bruce-jack-shiraz-rood-75cl-145130.html;Easy Rider;Zuid-Afrika;2e halve prijs;7.98;75CL;4.0;3.0;2018
34;35;https://www.gall.nl/wijn/?start=36;Echo Chardonnay;https://www.gall.nl/echo-chardonnay-wit-75cl-163848.html;Fruit Lover;Chili;2e halve prijs;5.29;75CL;4.2;17.0;2022
35;36;https://www.gall.nl/wijn/?start=36;Arrogant Frog Single Vineyard Cabernet Sauvignon Les Calades;https://www.gall.nl/arrogant-frog-single-vineyard-cabernet-sauvignon-les-calades-rood-75cl-128937.html;Easy Rider;Frankrijk;2e halve prijs;8.65;75CL;4.5;199.0;2021
36;37;https://www.gall.nl/wijn/?start=36;Otoñal Rioja Crianza;https://www.gall.nl/oto%C3%B1al-rioja-crianza-rood-75cl-309818.html;Classic Red;Spanje;2e halve prijs;5.49;75CL;4.2;86.0;2020
37;38;https://www.gall.nl/wijn/?start=36;Bruce Jack Reserve Chardonnay;https://www.gall.nl/bruce-jack-reserve-chardonnay-wit-75cl-157708.html;Big White;Zuid-Afrika;2e halve prijs;9.98;75CL;4.4;10.0;2021
38;39;https://www.gall.nl/wijn/?start=36;Tokara Cabernet Sauvignon;https://www.gall.nl/tokara-cabernet-sauvignon-rood-75cl-383228.html;Big Red;Zuid-Afrika;2e halve prijs;13.98;75CL;4.6;16.0;2019
39;40;https://www.gall.nl/wijn/?start=36;Boschkloof Chardonnay;https://www.gall.nl/boschkloof-chardonnay-wit-75cl-385360.html;Big White;Zuid-Afrika;2e halve prijs;11.98;75CL;4.3;11.0;2022
40;41;https://www.gall.nl/wijn/?start=36;Catena Altamira Malbec;https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;Easy Rider;Argentinië;;11.29;75CL;4.5;113.0;2020
41;42;https://www.gall.nl/wijn/?start=36;Valdivieso Winemaker's Reserva Sauvignon Blanc;https://www.gall.nl/valdivieso-winemakers-reserva-sauvignon-blanc-wit-75cl-389994.html;Fresh Prince;Chili;2e halve prijs;7.29;75CL;4.4;200.0;2021
42;43;https://www.gall.nl/wijn/?start=36;Bruce Jack Reserve Sauvignon Blanc;https://www.gall.nl/bruce-jack-reserve-sauvignon-blanc-wit-75cl-157643.html;Fresh Prince;Zuid-Afrika;2e halve prijs;11.39;75CL;4.0;3.0;2021
43;44;https://www.gall.nl/wijn/?start=36;Inycon Estate Pinot Grigio;https://www.gall.nl/inycon-estate-pinot-grigio-wit-75cl-104353.html;Fruit Lover;Italië;2e halve prijs voor premium;7.29;75CL;4.3;200.0;2021
44;45;https://www.gall.nl/wijn/?start=48;Ondarre Rioja Gran Reserva;https://www.gall.nl/ondarre-rioja-gran-reserva-rood-75cl-156442.html;Classic Red;Spanje;;13.29;75CL;4.3;84.0;2016
45;46;https://www.gall.nl/wijn/?start=48;Oveja Negra Reserva Chardonnay Viognier;https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;Big White;Chili;;4.99;75CL;4.5;199.0;2021
46;47;https://www.gall.nl/wijn/?start=48;Gall & Gall Just Rosé;https://www.gall.nl/gall-gall-just-rose-rose-75cl-308722.html;Fruit Lover Rosé;Spanje;;;75CL;4.1;32.0;
47;48;https://www.gall.nl/wijn/?start=48;La Palma Rosé;https://www.gall.nl/la-palma-rose-rose-75cl-387916.html;Fruit Lover Rosé;Chili;2e halve prijs;5.99;75CL;4.4;90.0;2021
48;49;https://www.gall.nl/wijn/?start=48;Gall & Gall Just White;https://www.gall.nl/gall-gall-just-white-wit-75cl-308765.html;Fruit Lover;Spanje;;;75CL;4.1;61.0;
49;50;https://www.gall.nl/wijn/?start=48;Torres Viña Sol Rosado;https://www.gall.nl/torres-vi%C3%B1a-sol-rosado-rose-75cl-118907.html;Fruit Lover Rosé;Spanje;2e halve prijs;6.99;75CL;4.4;108.0;2021
50;51;https://www.gall.nl/wijn/?start=48;Errazuriz Estate Carmenère Reserva;https://www.gall.nl/errazuriz-estate-carmenere-reserva-rood-75cl-409472.html;Easy Rider;Chili;2e halve prijs;8.99;75CL;4.2;5.0;2020
51;52;https://www.gall.nl/wijn/?start=48;Louis Bernard Côtes du Rhône;https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-rood-75cl-180815.html;Classic Red;Frankrijk;2e halve prijs;5.99;75CL;4.4;33.0;2021
52;53;https://www.gall.nl/wijn/?start=48;Errazuriz Estate Sauvignon Blanc Reserva;https://www.gall.nl/errazuriz-estate-sauvignon-blanc-reserva-wit-75cl-409618.html;Fresh Prince;Chili;2e halve prijs;8.99;75CL;4.4;5.0;2021
53;54;https://www.gall.nl/wijn/?start=48;Reserve Du Palais Cotes Du Rhone;https://www.gall.nl/reserve-du-palais-cotes-du-rhone-rood-75cl-420603.html;Classic Red;Frankrijk;NIEUW;5.29;75CL;;;2019
54;55;https://www.gall.nl/wijn/?start=48;Gall & Gall Just Red;https://www.gall.nl/gall-gall-just-red-rood-75cl-308692.html;Easy Rider;Spanje;;;75CL;3.9;78.0;
55;56;https://www.gall.nl/wijn/?start=48;Bruce Jack Chenin Blanc;https://www.gall.nl/bruce-jack-chenin-blanc-wit-75cl-144215.html;Fruit Lover;Zuid-Afrika;2e halve prijs;7.69;75CL;4.2;25.0;2022
56;57;https://www.gall.nl/wijn/?start=60;Inycon Shiraz Appassimento;https://www.gall.nl/inycon-shiraz-appassimento-rood-75cl-147516.html;Easy Rider;Italië;2e halve prijs;7.29;75CL;4.1;39.0;2019
57;58;https://www.gall.nl/wijn/?start=60;Mulderbosch Sauvignon Blanc;https://www.gall.nl/mulderbosch-sauvignon-blanc-wit-75cl-113522.html;Fresh Prince;Zuid-Afrika;2e halve prijs;10.09;75CL;4.8;5.0;2021
58;59;https://www.gall.nl/wijn/?start=60;Catena Appellation Tupungato Chardonnay;https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;Big White;Argentinië;2e halve prijs;11.29;75CL;4.5;199.0;2021
59;60;https://www.gall.nl/wijn/?start=60;Bruce Jack Pinotage Malbec;https://www.gall.nl/bruce-jack-pinotage-malbec-rood-75cl-144576.html;Easy Rider;Zuid-Afrika;2e halve prijs;7.29;75CL;4.2;39.0;2021
60;61;https://www.gall.nl/wijn/?start=60;Louis Bernard Côtes du Rhône-Villages;https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-villages-rood-75cl-180831.html;Classic Red;Frankrijk;2e halve prijs;7.99;75CL;4.0;22.0;2020
61;62;https://www.gall.nl/wijn/?start=60;Arrogant Frog Chardonnay Viognier;https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;Big White;Frankrijk;2e halve prijs;7.98;75CL;4.4;200.0;2022
62;63;https://www.gall.nl/wijn/?start=60;Yealands Estate Sauvignon Blanc;https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;Fresh Hammer;Nw.-Zeeland;2e halve prijs;12.59;75CL;4.5;96.0;2022
63;64;https://www.gall.nl/wijn/?start=60;Domaine Andau Grüner Veltliner;https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;Fresh Prince;Oostenrijk;2e halve prijs;8.59;75CL;4.0;60.0;2021
64;65;https://www.gall.nl/wijn/?start=60;Lawson's Dry Hills Riesling;https://www.gall.nl/lawsons-dry-hills-riesling-wit-75cl-121304.html;Fresh Hammer;Nw.-Zeeland;2e halve prijs;13.09;75CL;4.0;1.0;2017
65;66;https://www.gall.nl/wijn/?start=60;Ironstone Chardonnay;https://www.gall.nl/ironstone-chardonnay-wit-75cl-388734.html;Big White;Verenigde Staten;2e halve prijs;10.99;75CL;4.1;16.0;2021
66;67;https://www.gall.nl/wijn/?start=60;Torres Viña Sol Garnacha;https://www.gall.nl/torres-vi%C3%B1a-sol-garnacha-rood-75cl-118877.html;Easy Rider;Spanje;2e halve prijs;6.99;75CL;4.3;76.0;2021
67;68;https://www.gall.nl/wijn/?start=60;Viña Salceda Rueda Verdejo;https://www.gall.nl/vi%C3%B1a-salceda-rueda-verdejo-wit-75cl-131814.html;Fruit Lover;Spanje;2e halve prijs;8.59;75CL;4.3;166.0;2021
68;69;https://www.gall.nl/wijn/?start=72;Errazuriz Estate Cabernet Sauvignon Reserva;https://www.gall.nl/errazuriz-estate-cabernet-sauvignon-reserva-rood-75cl-409448.html;Classic Red;Chili;2e halve prijs;8.99;75CL;4.0;1.0;2021
69;70;https://www.gall.nl/wijn/?start=72;Mountain Vineyards Sauvignon Blanc;https://www.gall.nl/mountain-vineyards-sauvignon-blanc-wit-75cl-381764.html;Fresh Prince;Zuid-Afrika;2e halve prijs;5.29;75CL;4.0;43.0;2022
70;71;https://www.gall.nl/wijn/?start=72;Les Hautes Pentes Rosé;https://www.gall.nl/les-hautes-pentes-rose-rose-75cl-409499.html;Fruit Lover Rosé;Frankrijk;2e halve prijs;6.98;75CL;4.4;200.0;2021
71;72;https://www.gall.nl/wijn/?start=72;Domaine Andau Zweigelt;https://www.gall.nl/domaine-andau-zweigelt-rood-75cl-219266.html;Fruit Smoothie;Oostenrijk;2e halve prijs;7.99;75CL;4.0;9.0;2019
72;73;https://www.gall.nl/wijn/?start=72;Yealands Sauvignon Blanc;https://www.gall.nl/yealands-sauvignon-blanc-wit-75cl-383570.html;Fresh Hammer;Nw.-Zeeland;2e halve prijs;10.59;75CL;4.5;125.0;2022
73;74;https://www.gall.nl/wijn/?start=72;Arrogant Frog Sauvignon Blanc;https://www.gall.nl/arrogant-frog-sauvignon-blanc-wit-75cl-129372.html;Fresh Prince;Frankrijk;2e halve prijs;8.59;75CL;4.3;114.0;2021
74;75;https://www.gall.nl/wijn/?start=72;Errazuriz Max Merlot;https://www.gall.nl/errazuriz-max-merlot-rood-75cl-414344.html;Easy Rider;Chili;2e halve prijs;13.99;75CL;;;2020
75;76;https://www.gall.nl/wijn/?start=72;Viña Real Crianza;https://www.gall.nl/vi%C3%B1a-real-crianza-rood-75cl-411132.html;Classic Red;Spanje;2e halve prijs;8.98;75CL;5.0;1.0;2019
76;77;https://www.gall.nl/wijn/?start=72;La Palma Carmenère;https://www.gall.nl/la-palma-carmenere-rood-75cl-379743.html;Easy Rider;Chili;2e halve prijs;5.98;75CL;4.3;172.0;2021
77;78;https://www.gall.nl/wijn/?start=72;Eagles Nest Viognier;https://www.gall.nl/eagles-nest-viognier-wit-75cl-381489.html;Big White;Zuid-Afrika;2e halve prijs;17.99;75CL;4.2;5.0;2019
78;79;https://www.gall.nl/wijn/?start=72;Marqués de Griñón Rioja Reserva;https://www.gall.nl/marques-de-gri%C3%B1on-rioja-reserva-rood-75cl-408867.html;Classic Red;Spanje;2e halve prijs;10.58;75CL;4.4;9.0;2016
79;80;https://www.gall.nl/wijn/?start=72;Faber Cabernet Sauvignon;https://www.gall.nl/faber-cabernet-sauvignon-rood-75cl-802085.html;Fruit Smoothie;Duitsland;;;75CL;3.8;26.0;
80;81;https://www.gall.nl/wijn/?start=84;Mucho Más Tinto Bag in Box;https://www.gall.nl/mucho-mas-tinto-bag-in-box-rood-300cl-139289.html;Easy Rider;Spanje;2e halve prijs;19.98;300CL;4.7;200.0;
81;82;https://www.gall.nl/wijn/?start=84;Domäne Wachau Chardonnay Federspiel Terrassen;https://www.gall.nl/dom%C3%A4ne-wachau-chardonnay-federspiel-terrassen-wit-75cl-107611.html;Classic White;Oostenrijk;2e halve prijs;11.98;75CL;;;2021
82;83;https://www.gall.nl/wijn/?start=84;Piccini Buon Governo Rosso Toscana;https://www.gall.nl/piccini-buon-governo-rosso-toscana-rood-75cl-101923.html;Classic Red;Italië;2e halve prijs;7.98;75CL;4.0;7.0;2020
83;84;https://www.gall.nl/wijn/?start=84;Bodega Garzón Tannat De Corte;https://www.gall.nl/bodega-garzon-tannat-de-corte-rood-75cl-106763.html;Easy Rider;Uruguay;2e halve prijs;10.59;75CL;4.4;5.0;2020
84;85;https://www.gall.nl/wijn/?start=84;Natura Sauvignon Blanc Organic White;https://www.gall.nl/natura-sauvignon-blanc-organic-white-wit-75cl-381926.html;Fresh Hammer;Chili;2e halve prijs;6.99;75CL;4.4;13.0;2022
85;86;https://www.gall.nl/wijn/?start=84;Viña Mayor Rueda;https://www.gall.nl/vi%C3%B1a-mayor-rueda-wit-75cl-308811.html;Fruit Lover;Spanje;2e halve prijs voor premium;7.98;75CL;4.5;154.0;2022
86;87;https://www.gall.nl/wijn/?start=84;Argento Malbec;https://www.gall.nl/argento-malbec-rood-75cl-388548.html;Easy Rider;Argentinië;2e halve prijs voor premium;6.59;75CL;4.4;58.0;2021
87;88;https://www.gall.nl/wijn/?start=84;Valdivieso Winemaker's Reserva Merlot;https://www.gall.nl/valdivieso-winemakers-reserva-merlot-rood-75cl-387940.html;Easy Rider;Chili;2e halve prijs;7.29;75CL;4.3;190.0;2021
88;89;https://www.gall.nl/wijn/?start=84;Riporta Nero d'Avola Appassite;https://www.gall.nl/riporta-nero-davola-appassite-rood-75cl-402281.html;Easy Rider;Italië;2e halve prijs;7.98;75CL;4.4;118.0;2021
89;90;https://www.gall.nl/wijn/?start=84;Marqués de Griñón Rueda Verdejo;https://www.gall.nl/marques-de-gri%C3%B1on-rueda-verdejo-wit-75cl-408875.html;Fruit Lover;Spanje;2e halve prijs;7.98;75CL;4.3;29.0;2021
90;91;https://www.gall.nl/wijn/?start=84;Echo Carmenère;https://www.gall.nl/echo-carmenere-rood-75cl-163856.html;Easy Rider;Chili;2e halve prijs;5.29;75CL;3.5;20.0;2022
91;92;https://www.gall.nl/wijn/?start=84;Inycon Estate Merlot;https://www.gall.nl/inycon-estate-merlot-rood-75cl-259896.html;Easy Rider;Italië;2e halve prijs;7.29;75CL;4.0;72.0;2021
92;93;https://www.gall.nl/wijn/?start=96;Arrogant Frog Single Vineyard Sauvignon Blanc La Plaine;https://www.gall.nl/arrogant-frog-single-vineyard-sauvignon-blanc-la-plaine-wit-75cl-129674.html;Fresh Hammer;Frankrijk;2e halve prijs;8.65;75CL;4.2;129.0;2021
93;94;https://www.gall.nl/wijn/?start=96;San Silvestro Gavi;https://www.gall.nl/san-silvestro-gavi-wit-75cl-161063.html;Fresh Prince;Italië;2e halve prijs;8.69;75CL;4.4;37.0;2021
94;95;https://www.gall.nl/wijn/?start=96;Villa Locatelli Pinot Grigio;https://www.gall.nl/villa-locatelli-pinot-grigio-wit-75cl-258350.html;Fruit Lover;Italië;2e halve prijs;7.98;75CL;4.1;75.0;2021
95;96;https://www.gall.nl/wijn/?start=96;Oveja Negra Reserva Cabernet Sauvignon Syrah;https://www.gall.nl/oveja-negra-reserva-cabernet-sauvignon-syrah-rood-75cl-389323.html;Easy Rider;Chili;;4.99;75CL;4.3;199.0;2021
96;97;https://www.gall.nl/wijn/?start=96;Cune Rioja Reserva;https://www.gall.nl/cune-rioja-reserva-rood-75cl-308188.html;Classic Red;Spanje;2e halve prijs;10.59;75CL;4.4;107.0;2018
97;98;https://www.gall.nl/wijn/?start=96;Zorzal Terroir Unico Malbec;https://www.gall.nl/zorzal-terroir-unico-malbec-rood-75cl-127337.html;Easy Rider;Argentinië;2e halve prijs;8.99;75CL;3.3;3.0;2020
98;99;https://www.gall.nl/wijn/?start=96;Whale's Tale Sauvignon Blanc;https://www.gall.nl/whales-tale-sauvignon-blanc-wit-75cl-385158.html;Fresh Hammer;Nw.-Zeeland;;8.49;75CL;4.6;200.0;2022
99;100;https://www.gall.nl/wijn/?start=96;Arrogant Frog Cabernet Sauvignon Merlot;https://www.gall.nl/arrogant-frog-cabernet-sauvignon-merlot-rood-75cl-196665.html;Easy Rider;Frankrijk;2e halve prijs;7.98;75CL;4.4;200.0;2021
100;101;https://www.gall.nl/wijn/?start=96;Cune Rioja Crianza;https://www.gall.nl/cune-rioja-crianza-rood-75cl-308226.html;Classic Red;Spanje;2e halve prijs;8.59;75CL;4.3;82.0;2019
101;102;https://www.gall.nl/wijn/?start=96;The River Garden Classique Shiraz;https://www.gall.nl/the-river-garden-classique-shiraz-rood-75cl-114863.html;Easy Rider;Zuid-Afrika;2e halve prijs;9.79;75CL;4.4;14.0;2019
102;103;https://www.gall.nl/wijn/?start=96;Vidal-Fleury Ventoux;https://www.gall.nl/vidal-fleury-ventoux-rood-75cl-110167.html;Easy Rider;Frankrijk;2e halve prijs;8.98;75CL;4.5;23.0;2019
103;104;https://www.gall.nl/wijn/?start=96;Merinas Verdejo Organic;https://www.gall.nl/merinas-verdejo-organic-wit-75cl-120111.html;Fruit Lover;Spanje;2e halve prijs;5.29;75CL;4.3;47.0;2021
104;105;https://www.gall.nl/wijn/?start=108;Catena Appellation Lunlunta Malbec;https://www.gall.nl/catena-appellation-lunlunta-malbec-rood-75cl-379956.html;Big Red;Argentinië;2e halve prijs;11.29;75CL;4.5;200.0;2020
105;106;https://www.gall.nl/wijn/?start=108;Trapiche Gran Medalla Malbec;https://www.gall.nl/trapiche-gran-medalla-malbec-rood-75cl-404748.html;Royal Red;Argentinië;2e halve prijs;15.98;75CL;4.5;2.0;2018
106;107;https://www.gall.nl/wijn/?start=108;Alamos Merlot;https://www.gall.nl/alamos-merlot-rood-75cl-383139.html;Easy Rider;Argentinië;2e halve prijs voor premium;7.29;75CL;4.3;189.0;2021
107;108;https://www.gall.nl/wijn/?start=108;Warwick Wine Estate First Lady Red;https://www.gall.nl/warwick-wine-estate-first-lady-red-rood-75cl-110884.html;Easy Rider;Zuid-Afrika;;10.89;75CL;;;2020
108;109;https://www.gall.nl/wijn/?start=108;Trapiche Malbec;https://www.gall.nl/trapiche-malbec-rood-75cl-382345.html;Easy Rider;Argentinië;2e halve prijs;6.59;75CL;4.1;82.0;2022
109;110;https://www.gall.nl/wijn/?start=108;Valdivieso Single Vineyard Carmenère;https://www.gall.nl/valdivieso-single-vineyard-carmenere-rood-75cl-107689.html;Big Red;Chili;;11.98;75CL;4.6;45.0;2021
110;111;https://www.gall.nl/wijn/?start=108;Arrogant Frog Chardonnay Bio;https://www.gall.nl/arrogant-frog-chardonnay-bio-wit-75cl-129704.html;Big White;Frankrijk;2e halve prijs;9.29;75CL;4.6;9.0;2021
111;112;https://www.gall.nl/wijn/?start=108;Umani Ronchi Pecorino Vellodoro;https://www.gall.nl/umani-ronchi-pecorino-vellodoro-wit-75cl-411760.html;Big White;Italië;2e halve prijs;9.98;75CL;4.3;4.0;2021
112;113;https://www.gall.nl/wijn/?start=108;Trapiche Medalla Malbec;https://www.gall.nl/trapiche-medalla-malbec-rood-75cl-404780.html;Royal Red;Argentinië;2e halve prijs;11.98;75CL;4.2;6.0;2019
113;114;https://www.gall.nl/wijn/?start=108;La Capitana Barrel Reserve Syrah;https://www.gall.nl/la-capitana-barrel-reserve-syrah-rood-75cl-389544.html;Big Red;Chili;2e halve prijs;8.65;75CL;4.2;30.0;2018
114;115;https://www.gall.nl/wijn/?start=108;Concha y Toro Sunrise Chardonnay;https://www.gall.nl/concha-y-toro-sunrise-chardonnay-wit-75cl-409855.html;Big White;Chili;2e halve prijs;6.59;75CL;3.6;5.0;2021
115;116;https://www.gall.nl/wijn/?start=108;Domäne Wachau Blauer Zweigelt Terrassen;https://www.gall.nl/dom%C3%A4ne-wachau-blauer-zweigelt-terrassen-rood-75cl-107778.html;Easy Rider;Oostenrijk;2e halve prijs;11.98;75CL;4.8;5.0;2021
116;117;https://www.gall.nl/wijn/?start=120;La Capitana Barrel Reserve Merlot;https://www.gall.nl/la-capitana-barrel-reserve-merlot-rood-75cl-104302.html;Big Red;Chili;2e halve prijs;8.65;75CL;4.3;123.0;2020
117;118;https://www.gall.nl/wijn/?start=120;Pagus Bisano Pinot Grigio;https://www.gall.nl/pagus-bisano-pinot-grigio-wit-75cl-161977.html;Fruit Lover;Italië;2e halve prijs;5.29;75CL;4.2;45.0;2022
118;119;https://www.gall.nl/wijn/?start=120;Pata Negra Rueda Verdejo;https://www.gall.nl/pata-negra-rueda-verdejo-wit-75cl-410012.html;Fruit Lover;Spanje;2e halve prijs;6.59;75CL;4.2;12.0;2021
